,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
13419,50264,Male,disloyal Customer,25,Business travel,Eco,372,2,1,2,3,1,2,1,1,2,3,4,3,4,1,0,0.0,neutral or dissatisfied
13420,74493,Female,Loyal Customer,29,Business travel,Business,3962,2,2,2,2,4,5,4,4,5,5,4,5,5,4,14,0.0,satisfied
13421,22027,Male,Loyal Customer,15,Business travel,Eco Plus,500,4,4,4,4,4,4,4,4,2,2,4,1,3,4,0,0.0,satisfied
13422,92443,Female,Loyal Customer,39,Business travel,Business,2092,3,3,3,3,4,3,2,3,3,3,3,3,3,4,4,0.0,neutral or dissatisfied
13423,9113,Female,Loyal Customer,43,Business travel,Business,3684,1,2,2,2,1,3,4,1,1,1,1,4,1,1,0,0.0,neutral or dissatisfied
13424,27600,Male,Loyal Customer,34,Personal Travel,Eco,937,4,5,4,5,1,4,1,1,5,2,5,5,4,1,0,0.0,satisfied
13425,24711,Female,Loyal Customer,38,Business travel,Eco Plus,397,4,5,5,5,4,4,4,4,1,2,2,1,5,4,0,0.0,satisfied
13426,61245,Male,disloyal Customer,34,Business travel,Eco,967,4,4,4,4,3,4,3,3,1,5,3,2,4,3,0,0.0,neutral or dissatisfied
13427,73826,Male,Loyal Customer,20,Personal Travel,Eco,1194,2,4,2,1,1,2,1,1,5,3,5,5,5,1,0,0.0,neutral or dissatisfied
13428,112259,Male,disloyal Customer,46,Business travel,Eco,1546,3,3,3,3,5,3,5,5,2,1,3,2,3,5,38,52.0,neutral or dissatisfied
13429,19981,Female,Loyal Customer,52,Personal Travel,Business,589,3,4,3,4,2,3,3,2,2,3,2,2,2,2,30,22.0,neutral or dissatisfied
13430,26046,Female,Loyal Customer,27,Business travel,Business,432,3,3,3,3,3,3,3,3,3,5,3,2,4,3,14,7.0,neutral or dissatisfied
13431,15153,Female,Loyal Customer,43,Personal Travel,Eco,1042,3,5,3,2,3,2,3,1,1,3,1,3,1,2,0,38.0,neutral or dissatisfied
13432,98013,Male,disloyal Customer,29,Business travel,Business,1014,3,3,3,4,3,3,2,3,3,5,4,3,5,3,5,0.0,neutral or dissatisfied
13433,38906,Male,Loyal Customer,59,Business travel,Eco,205,4,4,4,4,4,4,4,4,5,2,4,5,2,4,0,0.0,satisfied
13434,23054,Female,Loyal Customer,43,Business travel,Business,3517,5,5,5,5,4,3,4,4,4,4,4,4,4,4,0,0.0,satisfied
13435,38958,Male,Loyal Customer,42,Business travel,Business,2202,3,3,3,3,4,5,5,5,5,5,5,4,5,3,1,0.0,satisfied
13436,121047,Male,Loyal Customer,10,Personal Travel,Eco,992,2,1,2,1,3,2,2,3,2,4,1,2,1,3,2,3.0,neutral or dissatisfied
13437,44625,Male,Loyal Customer,20,Business travel,Business,3733,1,1,1,1,4,4,5,4,4,4,4,3,5,4,0,1.0,satisfied
13438,36980,Female,Loyal Customer,22,Business travel,Business,2091,5,5,5,5,4,4,4,4,2,5,3,5,1,4,0,0.0,satisfied
13439,13423,Female,disloyal Customer,13,Business travel,Eco,491,2,0,2,4,5,2,5,5,5,1,1,5,4,5,0,2.0,neutral or dissatisfied
13440,122001,Female,Loyal Customer,55,Business travel,Business,2023,0,4,0,3,5,4,5,2,2,2,2,4,2,4,0,0.0,satisfied
13441,128153,Female,Loyal Customer,44,Business travel,Business,1849,2,2,2,2,5,4,4,3,3,3,3,5,3,5,0,0.0,satisfied
13442,63056,Male,Loyal Customer,24,Personal Travel,Eco,967,1,5,1,3,5,1,5,5,5,2,5,5,5,5,65,67.0,neutral or dissatisfied
13443,67684,Male,Loyal Customer,54,Business travel,Business,1464,3,3,3,3,2,5,5,3,3,3,3,3,3,3,0,0.0,satisfied
13444,127267,Female,Loyal Customer,55,Business travel,Business,2212,3,5,5,5,1,4,3,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
13445,57800,Female,Loyal Customer,44,Business travel,Business,1727,5,5,5,5,3,5,5,4,4,4,4,3,4,4,23,20.0,satisfied
13446,34461,Female,Loyal Customer,68,Personal Travel,Eco,228,1,4,1,1,2,4,4,1,1,1,1,4,1,5,0,0.0,neutral or dissatisfied
13447,40493,Male,Loyal Customer,31,Personal Travel,Eco,188,3,4,0,1,3,0,3,3,4,2,5,4,5,3,0,4.0,neutral or dissatisfied
13448,114311,Female,Loyal Customer,70,Personal Travel,Eco,846,3,4,3,3,4,5,5,3,3,3,3,4,3,4,19,21.0,neutral or dissatisfied
13449,80443,Female,Loyal Customer,60,Personal Travel,Eco,2248,3,4,3,2,4,4,4,1,1,3,1,5,1,5,31,129.0,neutral or dissatisfied
13450,87569,Female,Loyal Customer,46,Business travel,Business,3071,4,4,2,4,5,5,4,4,4,4,4,3,4,5,13,3.0,satisfied
13451,21235,Male,Loyal Customer,66,Personal Travel,Eco,317,3,3,3,4,2,3,2,2,5,3,4,3,3,2,28,10.0,neutral or dissatisfied
13452,68133,Male,Loyal Customer,63,Personal Travel,Eco,868,2,3,2,3,4,2,4,4,5,2,1,4,1,4,32,27.0,neutral or dissatisfied
13453,95619,Male,Loyal Customer,8,Personal Travel,Eco,756,4,4,4,1,5,4,2,5,5,4,4,5,5,5,1,0.0,satisfied
13454,11668,Female,Loyal Customer,16,Personal Travel,Eco,1117,1,2,1,4,3,1,3,3,4,4,4,4,3,3,7,0.0,neutral or dissatisfied
13455,65556,Female,Loyal Customer,56,Business travel,Business,175,4,4,4,4,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
13456,85853,Female,Loyal Customer,51,Business travel,Eco Plus,666,1,5,5,5,2,4,4,1,1,1,1,3,1,4,7,0.0,neutral or dissatisfied
13457,18384,Female,Loyal Customer,41,Business travel,Business,493,3,3,3,3,2,3,2,4,4,4,4,2,4,4,0,0.0,satisfied
13458,41939,Female,Loyal Customer,64,Personal Travel,Eco,129,3,1,3,4,4,3,4,4,4,3,4,4,4,3,0,0.0,neutral or dissatisfied
13459,3414,Male,Loyal Customer,65,Personal Travel,Eco,240,2,4,2,2,1,2,1,1,3,5,4,5,4,1,0,0.0,neutral or dissatisfied
13460,68222,Male,Loyal Customer,40,Business travel,Business,631,3,3,3,3,3,5,5,3,3,3,3,4,3,3,0,0.0,satisfied
13461,12164,Female,Loyal Customer,25,Business travel,Business,986,2,2,2,2,4,4,4,4,3,3,4,4,5,4,6,0.0,satisfied
13462,6318,Female,Loyal Customer,57,Business travel,Business,3793,1,1,4,1,2,5,4,4,4,4,4,4,4,5,65,58.0,satisfied
13463,50448,Female,disloyal Customer,44,Business travel,Eco,337,1,0,1,5,2,1,2,2,2,1,4,5,3,2,0,0.0,neutral or dissatisfied
13464,69802,Male,Loyal Customer,59,Business travel,Business,1345,2,2,2,2,5,5,5,5,5,5,5,3,5,4,9,0.0,satisfied
13465,28171,Male,disloyal Customer,35,Business travel,Eco,859,1,1,1,4,3,1,2,3,4,2,3,1,4,3,94,88.0,neutral or dissatisfied
13466,60585,Female,Loyal Customer,36,Business travel,Eco,1158,5,5,5,5,5,5,5,5,2,3,3,5,4,5,0,0.0,satisfied
13467,12384,Male,disloyal Customer,65,Business travel,Eco,262,3,3,3,2,1,3,1,1,3,4,3,1,3,1,0,0.0,neutral or dissatisfied
13468,16530,Female,Loyal Customer,42,Business travel,Eco,209,5,4,4,4,4,4,2,5,5,5,5,4,5,3,75,77.0,satisfied
13469,110695,Male,Loyal Customer,33,Personal Travel,Eco,945,2,3,2,5,5,2,5,5,4,4,1,2,3,5,0,4.0,neutral or dissatisfied
13470,112570,Male,Loyal Customer,52,Business travel,Business,3875,2,2,2,2,2,4,5,4,4,4,4,3,4,4,3,0.0,satisfied
13471,86534,Male,Loyal Customer,37,Personal Travel,Eco,762,2,5,2,2,2,2,2,2,5,5,5,4,5,2,0,0.0,neutral or dissatisfied
13472,22276,Male,Loyal Customer,35,Business travel,Business,2123,0,5,0,4,3,5,4,2,2,2,2,2,2,1,0,0.0,satisfied
13473,108487,Male,Loyal Customer,46,Business travel,Eco,570,1,3,3,3,2,1,2,2,3,3,3,2,4,2,0,0.0,neutral or dissatisfied
13474,123124,Male,Loyal Customer,60,Business travel,Business,3889,4,4,4,4,2,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
13475,41062,Male,disloyal Customer,21,Business travel,Business,140,0,4,0,4,3,0,3,3,5,4,4,4,4,3,42,42.0,satisfied
13476,73866,Male,disloyal Customer,34,Business travel,Business,2585,4,4,4,4,4,5,5,4,2,5,4,5,5,5,0,0.0,neutral or dissatisfied
13477,64917,Male,Loyal Customer,40,Business travel,Eco,190,1,3,3,3,1,1,1,1,3,2,4,1,4,1,0,0.0,neutral or dissatisfied
13478,112590,Female,Loyal Customer,20,Business travel,Business,602,4,4,3,4,5,5,5,5,4,2,5,4,5,5,0,0.0,satisfied
13479,119873,Male,Loyal Customer,41,Personal Travel,Eco,936,2,4,2,4,1,2,5,1,5,4,4,5,5,1,0,8.0,neutral or dissatisfied
13480,79710,Male,Loyal Customer,18,Personal Travel,Eco,760,2,5,2,3,5,2,5,5,5,2,4,5,4,5,0,4.0,neutral or dissatisfied
13481,94092,Female,Loyal Customer,27,Personal Travel,Business,248,2,4,2,2,5,2,5,5,4,2,5,3,4,5,0,0.0,neutral or dissatisfied
13482,113265,Female,disloyal Customer,23,Business travel,Business,223,5,3,5,1,5,5,5,5,4,5,5,5,4,5,0,0.0,satisfied
13483,110925,Male,Loyal Customer,36,Personal Travel,Eco,406,4,5,4,3,1,4,4,1,5,2,5,3,4,1,43,48.0,neutral or dissatisfied
13484,78120,Male,Loyal Customer,37,Personal Travel,Eco,1619,5,4,5,2,2,5,2,2,4,4,1,4,2,2,1,0.0,satisfied
13485,84056,Male,Loyal Customer,49,Business travel,Business,2590,1,1,1,1,2,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
13486,93916,Female,Loyal Customer,50,Business travel,Business,3720,1,1,1,1,2,5,4,4,4,4,4,3,4,5,95,93.0,satisfied
13487,7647,Male,Loyal Customer,45,Business travel,Business,2509,1,1,2,1,4,4,4,5,4,5,5,4,4,4,136,147.0,satisfied
13488,64894,Female,disloyal Customer,26,Business travel,Eco,247,1,1,1,4,1,1,1,1,3,2,4,3,4,1,13,17.0,neutral or dissatisfied
13489,11,Female,disloyal Customer,28,Business travel,Business,821,1,1,1,3,2,1,2,2,2,5,3,3,4,2,0,5.0,neutral or dissatisfied
13490,115188,Male,Loyal Customer,30,Business travel,Business,1635,0,0,0,4,5,5,5,5,3,4,5,4,5,5,16,11.0,satisfied
13491,111291,Male,Loyal Customer,50,Personal Travel,Eco Plus,479,4,3,4,4,3,4,3,3,1,5,4,4,3,3,100,83.0,neutral or dissatisfied
13492,53383,Female,Loyal Customer,57,Personal Travel,Eco,1452,2,3,2,3,3,4,4,1,1,2,1,4,1,2,0,1.0,neutral or dissatisfied
13493,78547,Male,Loyal Customer,21,Personal Travel,Eco,620,1,4,1,4,2,1,2,2,5,2,5,4,4,2,0,12.0,neutral or dissatisfied
13494,44272,Female,Loyal Customer,22,Personal Travel,Eco,222,4,2,4,3,3,4,5,3,2,3,3,3,4,3,0,0.0,neutral or dissatisfied
13495,143,Female,Loyal Customer,39,Business travel,Business,227,0,0,0,5,2,5,4,2,2,2,2,4,2,4,0,18.0,satisfied
13496,45280,Male,Loyal Customer,42,Business travel,Business,1647,0,4,0,4,4,2,3,4,4,1,1,5,4,1,1,0.0,satisfied
13497,6860,Female,Loyal Customer,45,Business travel,Business,622,1,2,5,2,3,4,3,1,1,1,1,3,1,4,20,27.0,neutral or dissatisfied
13498,58000,Male,Loyal Customer,65,Personal Travel,Eco,1943,3,4,3,5,3,2,2,3,2,5,5,2,4,2,138,140.0,neutral or dissatisfied
13499,79859,Male,Loyal Customer,55,Business travel,Business,1638,1,1,1,1,5,5,5,3,2,5,5,5,5,5,120,141.0,satisfied
13500,93140,Female,disloyal Customer,21,Business travel,Eco,1066,2,2,2,4,5,2,5,5,3,3,4,3,3,5,5,0.0,neutral or dissatisfied
13501,40397,Male,Loyal Customer,56,Business travel,Business,1530,5,5,5,5,5,4,4,4,4,4,5,4,4,5,0,,satisfied
13502,41624,Female,Loyal Customer,42,Personal Travel,Eco Plus,1269,1,5,1,4,5,5,5,3,3,1,3,3,3,3,65,83.0,neutral or dissatisfied
13503,62474,Male,Loyal Customer,37,Business travel,Business,1744,3,3,3,3,2,3,4,4,4,4,4,5,4,5,22,0.0,satisfied
13504,122770,Male,Loyal Customer,51,Personal Travel,Eco,427,5,4,5,2,2,5,2,2,3,2,5,4,5,2,0,0.0,satisfied
13505,44828,Female,Loyal Customer,52,Business travel,Eco,462,3,4,5,4,3,4,3,3,3,3,3,3,3,2,7,21.0,neutral or dissatisfied
13506,18914,Male,Loyal Customer,24,Personal Travel,Eco,448,2,2,2,2,1,2,4,1,3,3,2,4,2,1,2,0.0,neutral or dissatisfied
13507,31352,Female,Loyal Customer,60,Personal Travel,Business,589,2,3,1,2,4,3,5,1,1,1,1,2,1,2,0,0.0,neutral or dissatisfied
13508,86414,Male,disloyal Customer,24,Business travel,Business,762,0,5,0,5,2,0,2,2,3,4,5,3,5,2,0,5.0,satisfied
13509,74905,Female,Loyal Customer,47,Business travel,Business,2586,1,1,1,1,4,3,4,4,4,5,4,5,4,3,54,46.0,satisfied
13510,123176,Male,Loyal Customer,33,Business travel,Business,2261,2,4,4,4,2,2,2,2,3,2,3,2,3,2,0,0.0,neutral or dissatisfied
13511,2196,Female,Loyal Customer,23,Personal Travel,Eco,624,3,5,3,4,4,3,4,4,3,4,5,3,5,4,0,22.0,neutral or dissatisfied
13512,119736,Female,Loyal Customer,10,Personal Travel,Eco,1325,3,1,3,3,5,3,5,5,3,4,4,3,3,5,0,0.0,neutral or dissatisfied
13513,17812,Female,Loyal Customer,80,Business travel,Business,675,2,3,3,3,3,4,3,2,2,2,2,2,2,4,21,18.0,neutral or dissatisfied
13514,121194,Female,Loyal Customer,67,Personal Travel,Eco,2402,3,4,4,1,4,1,1,3,2,2,3,1,5,1,110,157.0,neutral or dissatisfied
13515,66763,Male,Loyal Customer,23,Personal Travel,Eco,978,2,5,2,1,3,2,5,3,4,5,5,4,5,3,32,17.0,neutral or dissatisfied
13516,120910,Female,disloyal Customer,23,Business travel,Eco,992,1,1,1,3,3,1,5,3,3,5,5,5,5,3,40,130.0,neutral or dissatisfied
13517,54940,Female,Loyal Customer,41,Business travel,Business,1379,4,5,5,5,4,2,3,4,4,4,4,3,4,2,24,31.0,neutral or dissatisfied
13518,92373,Male,Loyal Customer,29,Business travel,Business,2139,1,1,1,1,4,4,4,4,4,5,4,5,5,4,0,0.0,satisfied
13519,20043,Female,disloyal Customer,25,Business travel,Eco,607,5,5,5,3,4,5,4,4,4,2,3,3,5,4,7,0.0,satisfied
13520,34520,Female,Loyal Customer,16,Personal Travel,Eco,1521,3,3,3,4,2,3,3,2,4,3,2,4,3,2,0,7.0,neutral or dissatisfied
13521,102157,Female,Loyal Customer,38,Business travel,Business,397,5,5,2,5,5,4,4,4,4,5,4,4,4,4,0,0.0,satisfied
13522,9549,Male,Loyal Customer,52,Business travel,Business,296,5,5,5,5,5,5,4,5,5,5,5,4,5,5,19,6.0,satisfied
13523,64945,Female,disloyal Customer,25,Business travel,Eco,190,3,2,3,4,4,3,4,4,1,1,4,1,4,4,35,29.0,neutral or dissatisfied
13524,50904,Female,Loyal Customer,44,Personal Travel,Eco,250,3,4,3,1,4,5,4,2,2,3,2,5,2,3,0,3.0,neutral or dissatisfied
13525,40548,Female,Loyal Customer,59,Business travel,Eco,411,5,1,1,1,5,4,5,5,5,5,5,1,5,3,0,0.0,satisfied
13526,111211,Male,Loyal Customer,22,Business travel,Business,1506,2,3,3,3,2,2,2,2,2,5,2,4,3,2,1,8.0,neutral or dissatisfied
13527,70914,Male,disloyal Customer,65,Business travel,Business,212,3,3,3,3,1,3,1,1,2,4,4,2,3,1,27,19.0,neutral or dissatisfied
13528,60779,Female,Loyal Customer,53,Personal Travel,Eco,628,1,4,0,5,3,4,5,4,4,0,4,5,4,5,7,4.0,neutral or dissatisfied
13529,122285,Female,Loyal Customer,53,Personal Travel,Eco,546,2,1,2,2,4,1,1,1,1,2,1,3,1,2,26,26.0,neutral or dissatisfied
13530,65478,Female,Loyal Customer,58,Business travel,Business,1067,2,2,2,2,2,4,5,5,5,5,5,4,5,5,1,0.0,satisfied
13531,125724,Male,Loyal Customer,25,Personal Travel,Eco,899,3,4,3,3,5,3,5,5,3,3,5,4,4,5,0,0.0,neutral or dissatisfied
13532,36799,Male,Loyal Customer,65,Personal Travel,Eco,2704,3,4,4,3,4,4,4,2,1,3,5,4,1,4,64,92.0,neutral or dissatisfied
13533,72612,Male,Loyal Customer,21,Personal Travel,Eco,918,1,4,2,4,5,2,5,5,3,3,4,5,4,5,10,0.0,neutral or dissatisfied
13534,118605,Female,Loyal Customer,51,Business travel,Business,3212,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,0.0,satisfied
13535,122734,Female,disloyal Customer,14,Business travel,Eco,651,3,0,3,3,4,3,4,4,1,2,3,2,4,4,96,92.0,neutral or dissatisfied
13536,75255,Female,Loyal Customer,21,Personal Travel,Eco,1744,2,5,2,1,4,2,4,4,4,2,5,5,4,4,2,0.0,neutral or dissatisfied
13537,46905,Female,Loyal Customer,46,Business travel,Business,845,3,5,4,5,4,2,3,3,3,2,3,1,3,1,16,0.0,neutral or dissatisfied
13538,37995,Male,Loyal Customer,39,Business travel,Business,1237,5,5,5,5,1,3,2,5,5,5,5,1,5,3,31,10.0,satisfied
13539,122468,Male,Loyal Customer,52,Business travel,Business,2205,4,4,4,4,1,2,3,4,4,4,4,3,4,1,14,8.0,neutral or dissatisfied
13540,26863,Female,Loyal Customer,56,Business travel,Eco Plus,224,4,4,4,4,2,4,3,4,4,4,4,1,4,3,0,0.0,satisfied
13541,113197,Male,Loyal Customer,40,Business travel,Business,386,2,2,2,2,3,5,5,5,5,4,5,5,5,4,0,6.0,satisfied
13542,56225,Female,Loyal Customer,41,Business travel,Eco,1008,3,4,4,4,3,3,3,3,3,4,4,3,4,3,0,0.0,neutral or dissatisfied
13543,12323,Male,Loyal Customer,59,Business travel,Business,2364,3,1,1,1,3,3,3,3,3,2,3,3,3,1,0,0.0,neutral or dissatisfied
13544,89557,Female,disloyal Customer,22,Business travel,Eco,1096,4,4,4,2,4,5,4,3,4,4,4,4,5,4,137,105.0,satisfied
13545,61789,Female,Loyal Customer,18,Personal Travel,Eco,1379,2,2,2,3,5,2,5,5,2,4,3,2,3,5,0,0.0,neutral or dissatisfied
13546,29466,Male,Loyal Customer,12,Personal Travel,Eco,2345,3,2,3,4,4,3,4,4,3,4,4,2,4,4,1,0.0,neutral or dissatisfied
13547,30825,Female,Loyal Customer,30,Business travel,Business,896,1,1,1,1,5,5,5,5,2,1,1,4,2,5,100,93.0,satisfied
13548,86913,Female,Loyal Customer,30,Business travel,Business,3874,4,3,3,3,4,3,4,4,4,1,4,3,4,4,0,0.0,neutral or dissatisfied
13549,65882,Female,Loyal Customer,30,Business travel,Business,1391,1,1,1,1,4,4,4,4,5,4,4,5,5,4,0,0.0,satisfied
13550,35023,Female,Loyal Customer,30,Personal Travel,Eco,740,2,5,2,3,5,2,5,5,3,2,5,4,5,5,0,2.0,neutral or dissatisfied
13551,58723,Male,Loyal Customer,42,Personal Travel,Business,1005,0,4,1,1,4,5,4,1,1,1,1,5,1,5,72,61.0,satisfied
13552,49229,Male,Loyal Customer,44,Business travel,Eco,156,2,5,5,5,2,2,2,2,1,4,2,3,1,2,0,0.0,satisfied
13553,38506,Female,Loyal Customer,31,Business travel,Business,2446,2,2,2,2,4,4,4,4,3,5,5,2,2,4,0,0.0,satisfied
13554,90642,Male,Loyal Customer,43,Business travel,Business,594,4,4,4,4,2,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
13555,90321,Male,Loyal Customer,37,Business travel,Business,271,0,0,0,3,2,5,4,3,3,3,3,3,3,4,1,0.0,satisfied
13556,110741,Male,Loyal Customer,47,Business travel,Business,1912,5,5,5,5,2,4,4,4,4,4,4,3,4,5,84,67.0,satisfied
13557,83832,Male,disloyal Customer,37,Business travel,Eco,425,2,1,2,3,1,2,4,1,3,5,2,3,3,1,3,15.0,neutral or dissatisfied
13558,74326,Female,disloyal Customer,21,Business travel,Eco,1235,2,2,2,2,3,2,3,3,4,2,4,5,5,3,0,0.0,neutral or dissatisfied
13559,90146,Female,Loyal Customer,41,Business travel,Business,557,1,1,1,1,3,1,1,4,4,4,4,2,4,2,0,0.0,satisfied
13560,59666,Male,Loyal Customer,23,Personal Travel,Eco,964,4,5,3,3,4,3,4,4,4,4,5,4,4,4,2,0.0,satisfied
13561,78147,Female,Loyal Customer,40,Business travel,Business,1945,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
13562,76511,Male,Loyal Customer,56,Business travel,Business,516,1,1,1,1,2,5,4,5,5,5,5,4,5,3,15,38.0,satisfied
13563,98589,Female,Loyal Customer,46,Business travel,Business,1987,5,5,5,5,4,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
13564,73006,Male,Loyal Customer,46,Personal Travel,Eco,1096,5,4,5,4,5,5,5,5,4,1,3,2,3,5,0,0.0,satisfied
13565,67723,Female,Loyal Customer,37,Business travel,Business,1438,2,5,4,5,5,4,4,2,2,2,2,3,2,2,0,7.0,neutral or dissatisfied
13566,51890,Male,Loyal Customer,51,Business travel,Business,507,5,5,5,5,1,5,4,4,4,4,4,1,4,2,0,9.0,satisfied
13567,17230,Male,disloyal Customer,31,Business travel,Eco,872,3,3,3,5,4,3,4,4,4,2,2,1,1,4,32,28.0,neutral or dissatisfied
13568,68535,Male,disloyal Customer,9,Business travel,Eco,1013,3,3,3,3,3,3,3,3,2,3,4,2,3,3,0,11.0,neutral or dissatisfied
13569,59022,Female,disloyal Customer,27,Business travel,Eco,1744,4,4,4,3,1,4,1,1,4,4,3,2,3,1,56,34.0,neutral or dissatisfied
13570,794,Female,disloyal Customer,22,Business travel,Business,309,0,0,1,4,2,1,3,2,3,2,4,3,4,2,0,0.0,satisfied
13571,115473,Male,Loyal Customer,47,Business travel,Business,3187,1,1,1,1,5,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
13572,95107,Female,Loyal Customer,69,Personal Travel,Eco,441,3,5,4,3,2,5,4,3,3,4,3,3,3,5,82,74.0,neutral or dissatisfied
13573,123682,Female,disloyal Customer,56,Business travel,Eco,214,1,2,1,2,1,1,1,1,1,2,3,2,2,1,0,0.0,neutral or dissatisfied
13574,112848,Female,Loyal Customer,53,Business travel,Business,2963,3,3,3,3,3,4,4,5,5,4,5,5,5,5,52,37.0,satisfied
13575,25862,Male,Loyal Customer,58,Personal Travel,Eco,692,3,4,3,4,4,3,4,4,4,4,3,1,4,4,1,0.0,neutral or dissatisfied
13576,21858,Female,Loyal Customer,47,Business travel,Eco,448,4,2,2,2,5,5,1,4,4,4,4,4,4,5,127,111.0,satisfied
13577,11712,Female,disloyal Customer,26,Business travel,Business,429,3,0,3,2,2,3,2,2,5,2,5,4,5,2,0,0.0,neutral or dissatisfied
13578,45355,Male,Loyal Customer,23,Personal Travel,Eco,290,2,5,2,3,4,2,4,4,5,2,5,4,5,4,0,0.0,neutral or dissatisfied
13579,2106,Female,Loyal Customer,63,Personal Travel,Eco,812,3,3,3,4,4,3,4,1,1,3,2,3,1,1,39,34.0,neutral or dissatisfied
13580,39022,Female,Loyal Customer,11,Personal Travel,Eco,313,5,5,5,1,2,5,2,2,3,5,4,5,4,2,81,70.0,satisfied
13581,65427,Male,Loyal Customer,49,Business travel,Eco,2165,3,3,2,3,3,3,3,3,1,4,4,4,3,3,2,0.0,neutral or dissatisfied
13582,24185,Male,Loyal Customer,34,Business travel,Eco,170,3,4,4,4,3,3,3,3,3,4,4,4,4,3,0,0.0,neutral or dissatisfied
13583,25648,Female,Loyal Customer,22,Personal Travel,Eco,526,3,5,3,5,3,3,3,3,3,2,5,3,5,3,0,0.0,neutral or dissatisfied
13584,77120,Male,Loyal Customer,31,Personal Travel,Eco,1481,3,2,4,3,1,4,1,1,4,2,4,2,3,1,5,0.0,neutral or dissatisfied
13585,33958,Male,Loyal Customer,14,Personal Travel,Eco,1554,1,5,1,3,3,1,3,3,5,3,5,4,4,3,0,0.0,neutral or dissatisfied
13586,3097,Male,Loyal Customer,59,Personal Travel,Eco,594,3,5,3,3,5,3,5,5,4,4,5,3,5,5,0,0.0,neutral or dissatisfied
13587,53797,Female,Loyal Customer,21,Business travel,Business,2241,0,3,0,5,5,1,1,5,4,2,4,4,3,5,25,14.0,satisfied
13588,99543,Male,Loyal Customer,34,Business travel,Business,2236,2,2,2,2,2,4,5,4,4,4,4,4,4,4,0,0.0,satisfied
13589,56296,Female,Loyal Customer,19,Personal Travel,Eco,2227,1,2,1,4,1,2,3,4,4,4,4,3,2,3,7,14.0,neutral or dissatisfied
13590,28408,Female,Loyal Customer,51,Personal Travel,Eco,1709,2,1,3,2,2,2,3,4,4,3,1,3,4,2,37,55.0,neutral or dissatisfied
13591,11673,Male,Loyal Customer,55,Business travel,Business,395,2,2,2,2,3,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
13592,13454,Female,Loyal Customer,63,Personal Travel,Eco,475,4,3,4,3,5,3,4,2,2,4,4,1,2,2,0,0.0,neutral or dissatisfied
13593,51438,Female,Loyal Customer,59,Personal Travel,Eco Plus,209,2,4,2,3,4,4,4,4,4,2,4,1,4,2,0,0.0,neutral or dissatisfied
13594,18335,Female,Loyal Customer,68,Business travel,Business,225,0,0,0,3,3,2,3,1,1,1,1,2,1,4,0,0.0,satisfied
13595,86381,Male,Loyal Customer,55,Business travel,Business,762,2,4,2,2,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
13596,127041,Female,disloyal Customer,23,Business travel,Eco,651,5,5,5,3,3,5,3,3,4,5,5,4,4,3,0,0.0,satisfied
13597,13983,Female,Loyal Customer,56,Business travel,Eco,372,4,1,1,1,2,2,3,3,3,4,3,5,3,2,2,8.0,satisfied
13598,113085,Female,Loyal Customer,50,Business travel,Eco,479,3,2,2,2,4,3,2,3,3,3,3,1,3,1,7,9.0,neutral or dissatisfied
13599,65471,Male,Loyal Customer,45,Business travel,Business,3264,3,3,3,3,5,5,4,5,5,5,5,4,5,5,4,5.0,satisfied
13600,38792,Female,Loyal Customer,42,Business travel,Business,3711,4,4,4,4,1,3,2,5,5,5,5,2,5,4,94,88.0,satisfied
13601,22494,Male,Loyal Customer,9,Personal Travel,Eco,238,3,3,3,3,1,3,1,1,3,1,4,1,3,1,0,11.0,neutral or dissatisfied
13602,7769,Female,Loyal Customer,25,Business travel,Business,1080,2,1,1,1,2,2,2,2,2,2,3,1,3,2,0,0.0,neutral or dissatisfied
13603,73227,Female,Loyal Customer,33,Business travel,Eco,946,1,5,5,5,1,2,1,1,1,2,3,2,4,1,0,0.0,neutral or dissatisfied
13604,80708,Male,Loyal Customer,54,Business travel,Business,874,4,4,4,4,4,5,5,4,4,4,4,3,4,5,0,33.0,satisfied
13605,41535,Male,Loyal Customer,33,Business travel,Business,3967,1,1,1,1,4,4,4,4,4,4,1,1,3,4,0,0.0,satisfied
13606,127212,Female,Loyal Customer,8,Personal Travel,Eco Plus,651,2,3,2,2,5,2,5,5,4,2,4,3,3,5,0,0.0,neutral or dissatisfied
13607,51869,Female,Loyal Customer,52,Business travel,Business,3184,4,4,5,4,5,2,4,3,3,4,3,4,3,3,51,42.0,satisfied
